Symbol,Name,Country
LMACA,Liberty Media Acquisition Corporation Series A Common Stock,United States
LMACU,Liberty Media Acquisition Corporation Unit,United States
LMACW,Liberty Media Acquisition Corporation Warrants,United States
LMAO,LMF Acquisition Opportunities Inc. Class A common stock,United States
LMAOU,LMF Acquisition Opportunities Inc. Unit,United States
LMAOW,LMF Acquisition Opportunities Inc. Warrant,United States
LMAT,LeMaitre Vascular Inc. Common Stock,United States
LMB,Limbach Holdings Inc. Common Stock,United States
LMDX,LumiraDx Limited Common Shares,Cayman Islands
LMDXW,LumiraDx Limited Warrant,Cayman Islands
LMFA,LM Funding America Inc. Common Stock,United States
LMND,Lemonade Inc. Common Stock,United States
LMNL,Liminal BioSciences Inc. Common Shares,Canada
LMNR,Limoneira Co Common Stock,United States
LMPX,LMP Automotive Holdings Inc. Common Stock,United States
LMRK,Landmark Infrastructure Partners LP Common Units,United States
LMRKN,Landmark Infrastructure Partners LP 7% Series C Fltg/Fxd Perpetual Conv Preferred Stock,United States
LMRKO,Landmark Infrastructure Partners LP Perpetual Preferred Units Series B 7.90%,United States
LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,United States
LMST,Limestone Bancorp Inc. Common Stock,United States
LMT,Lockheed Martin Corporation Common Stock,United States
LNC,Lincoln National Corporation Common Stock,United States
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil
LNDC,Landec Corporation Common Stock (DE),United States
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares,United States
LNG,Cheniere Energy Inc. Common Stock,United States
LNN,Lindsay Corporation Common Stock,United States
LNSR,LENSAR Inc. Common Stock,United States
LNT,Alliant Energy Corporation Common Stock,United States
LNTH,Lantheus Holdings Inc. Common Stock,United States
LOAN,Manhattan Bridge Capital Inc,United States
LOB,Live Oak Bancshares Inc. Common Stock,United States
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States
LODE,Comstock Mining Inc. Common Stock,United States
LOGC,LogicBio Therapeutics Inc. Common Stock,United States
LOGI,Logitech International S.A. Ordinary Shares,United States
LOKB,Live Oak Acquisition Corp. II Class A Common Stock,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina
LOOP,Loop Industries Inc. Common Stock,Canada
LOPE,Grand Canyon Education Inc. Common Stock,United States
LORL,Loral Space and Communications Inc. Common Stock,United States
LOTZ,CarLotz Inc. Class A Common Stock,United States
LOTZW,CarLotz Inc. Warrant,United States
LOV,Spark Networks Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),United States
LOVE,The Lovesac Company Common Stock,United States
LOW,Lowe's Companies Inc. Common Stock,United States
LPCN,Lipocine Inc. Common Stock,United States
LPG,Dorian LPG Ltd. Common Stock,
LPI,Laredo Petroleum Inc. Common Stock,United States
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea
LPLA,LPL Financial Holdings Inc. Common Stock,United States
LPRO,Open Lending Corporation Class A Common Stock,United States
LPSN,LivePerson Inc. Common Stock,United States
LPTH,LightPath Technologies Inc. Class A Common Stock,United States
LPTX,Leap Therapeutics Inc. Common Stock,United States
LPX,Louisiana-Pacific Corporation Common Stock,United States
LQDA,Liquidia Corporation Common Stock,United States
LQDT,Liquidity Services Inc. Common Stock,United States
LRCX,Lam Research Corporation Common Stock,United States
LRFC,Logan Ridge Finance Corporation Common Stock,United States
LRMR,Larimar Therapeutics Inc. Common Stock,United States
LRN,Stride Inc. Common Stock,United States
LSBK,Lake Shore Bancorp Inc. Common Stock,United States
LSCC,Lattice Semiconductor Corporation Common Stock,United States
LSEA,Landsea Homes Corporation Common Stock,United States
LSEAW,Landsea Homes Corporation Warrant,United States
LSF,Laird Superfood Inc. Common Stock,
LSI,Life Storage Inc. Common Stock,United States
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,
LSTR,Landstar System Inc. Common Stock,United States
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,United States
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States
LTBR,Lightbridge Corporation Common Stock,United States
LTC,LTC Properties Inc. Common Stock,United States
LTCH,Latch Inc. Common Stock,United States
LTCHW,Latch Inc. Warrant expiring 6/4/2026,United States
LTH,Life Time Group Holdings Inc. Common Stock,
LTHM,Livent Corporation Common Stock,United States
LTRN,Lantern Pharma Inc. Common Stock,United States
LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,United States
LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,United States
LTRX,Lantronix Inc. Common Stock,United States
LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share,China
LUB,Luby's Inc. Common Stock,United States
LULU,lululemon athletica inc. Common Stock,Canada
LUMN,Lumen Technologies Inc. Common Stock,United States
LUMO,Lumos Pharma Inc. Common Stock,United States
LUNA,Luna Innovations Incorporated Common Stock,United States
LUNG,Pulmonx Corporation Common Stock,United States
LUV,Southwest Airlines Company Common Stock,United States
LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock,United States
LUXAU,Lux Health Tech Acquisition Corp. Units,United States
LUXAW,Lux Health Tech Acquisition Corp. Warrants,United States
LVO,LiveOne Inc. Common Stock,United States
LVOX,LiveVox Holding Inc. Class A Common Stock,United States
LVOXW,LiveVox Holding Inc. Warrant,United States
LVRA,Levere Holdings Corp. Class A Ordinary Shares,Cayman Islands
LVRAW,Levere Holdings Corp. Warrant,Cayman Islands
LVS,Las Vegas Sands Corp. Common Stock,United States
LVTX,LAVA Therapeutics N.V. Ordinary Shares,Netherlands
LW,Lamb Weston Holdings Inc. Common Stock ,
LWAY,Lifeway Foods Inc. Common Stock,United States
LWLG,Lightwave Logic Inc. Common Stock,United States
LX,LexinFintech Holdings Ltd. American Depositary Shares,China
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,China
LXFR,Luxfer Holdings PLC Ordinary Shares,United Kingdom
LXP,Lexington Realty Trust Common Stock,United States
LXP^C,Lexington Realty Trust  Preferred Conv. Series C,United States
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States
LXU,LSB Industries Inc. Common Stock,United States
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands
LYEL,Lyell Immunopharma Inc. Common Stock,United States
LYFT,Lyft Inc. Class A Common Stock,United States
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom
LYL,Dragon Victory International Limited Ordinary Shares,China
LYRA,Lyra Therapeutics Inc. Common Stock,United States
LYTS,LSI Industries Inc. Common Stock,United States
LYV,Live Nation Entertainment Inc. Common Stock,United States
LZ,LegalZoom.com Inc. Common Stock,United States
LZB,La-Z-Boy Incorporated Common Stock,United States
M,Macy's Inc Common Stock,United States
MA,Mastercard Incorporated Common Stock,United States
MAA,Mid-America Apartment Communities Inc. Common Stock,United States
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States
MAC,Macerich Company (The) Common Stock,United States
MACA,Moringa Acquisition Corp Class A Ordinary Shares,United States
MACAU,Moringa Acquisition Corp Units,United States
MACAW,Moringa Acquisition Corp Warrant,United States
MACC,Mission Advancement Corp. Class A Common Stock,
MACK,Merrimack Pharmaceuticals Inc. Common Stock,United States
MACQ,MCAP Acquisition Corporation Class A Common Stock,United States
MACQU,MCAP Acquisition Corporation Unit,United States
MACQW,MCAP Acquisition Corporation Warrants,United States
MACU,Mallard Acquisition Corp. Common stock,United States
MACUW,Mallard Acquisition Corp. Warrant,United States
MAG,MAG Silver Corporation Ordinary Shares,Canada
MAIN,Main Street Capital Corporation Common Stock,United States
MAN,ManpowerGroup Common Stock,United States
MANH,Manhattan Associates Inc. Common Stock,United States
MANT,ManTech International Corporation Common Stock $0.01 Par Value,United States
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom
MAPS,WM Technology Inc. Class A Common Stock ,United States
MAPSW,WM Technology Inc. Warrants ,United States
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,United States
MAQCU,Maquia Capital Acquisition Corporation Unit,United States
MAQCW,Maquia Capital Acquisition Corporation Warrant,United States
MAR,Marriott International Class A Common Stock,United States
MARA,Marathon Digital Holdings Inc. Common Stock,United States
MARK,Remark Holdings Inc. Common Stock,United States
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States
MAS,Masco Corporation Common Stock,United States
MASI,Masimo Corporation Common Stock,United States
MASS,908 Devices Inc. Common Stock,United States
MAT,Mattel Inc. Common Stock,United States
MATW,Matthews International Corporation Class A Common Stock,United States
MATX,Matson Inc. Common Stock,United States
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States
MAX,MediaAlpha Inc. Class A Common Stock,
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Singapore
MAXR,Maxar Technologies Inc.,
MAYS,J. W. Mays Inc. Common Stock,United States
MBAC,M3-Brigade Acquisition II Corp. Class A Common Stock,
MBCN,Middlefield Banc Corp. Common Stock,United States
MBI,MBIA Inc. Common Stock,United States
MBII,Marrone Bio Innovations Inc. Common Stock,United States
MBIN,Merchants Bancorp Common Stock,United States
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,United States
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,United States
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,United States
MBIO,Mustang Bio Inc. Common Stock,United States
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States
MBOT,Microbot Medical Inc. Common Stock,Israel
MBRX,Moleculin Biotech Inc. Common Stock,United States
MBT,Mobile TeleSystems PJSC,Russia
MBTC,Nocturne Acquisition Corporation Ordinary Shares,United States
MBTCR,Nocturne Acquisition Corporation Right,United States
MBTCU,Nocturne Acquisition Corporation Unit,United States
MBUU,Malibu Boats Inc. Class A Common Stock,United States
MBWM,Mercantile Bank Corporation Common Stock,United States
MC,Moelis & Company Class A Common Stock,
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,United States
MCAD,Mountain Crest Acquisition Corp. II Common Stock,United States
MCADR,Mountain Crest Acquisition Corp. II Right,United States
MCADU,Mountain Crest Acquisition Corp. II Unit,United States
MCAE,Mountain Crest Acquisition Corp. III Common Stock,United States
MCAER,Mountain Crest Acquisition Corp. III Right,United States
MCAEU,Mountain Crest Acquisition Corp. III Unit,United States
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,United States
MCAFR,Mountain Crest Acquisition Corp. IV Rights,United States
MCAFU,Mountain Crest Acquisition Corp. IV Unit,United States
MCB,Metropolitan Bank Holding Corp. Common Stock,
MCBC,Macatawa Bank Corporation Common Stock,United States
MCBS,MetroCity Bankshares Inc. Common Stock,United States
MCD,McDonald's Corporation Common Stock,United States
MCF,Contango Oil & Gas Company Common Stock (TX),United States
MCFE,McAfee Corp. Class A Common Stock,United States
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States
MCG,Membership Collective Group Inc. Class A Common Stock,
MCHP,Microchip Technology Incorporated Common Stock,United States
MCHX,Marchex Inc. Class B Common Stock,United States
MCI,Barings Corporate Investors Common Stock,United States
MCK,McKesson Corporation Common Stock,United States
MCMJ,Merida Merger Corp. I Common Stock,United States
MCMJW,Merida Merger Corp. I Warrant,United States
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States
MCO,Moody's Corporation Common Stock,United States
MCR,MFS Charter Income Trust Common Stock,United States
MCRB,Seres Therapeutics Inc. Common Stock,United States
MCRI,Monarch Casino & Resort Inc. Common Stock,United States
MCS,Marcus Corporation (The) Common Stock,United States
MCW,Mister Car Wash Inc. Common Stock,
MCY,Mercury General Corporation Common Stock,United States
MD,Mednax Inc. Common Stock,United States
MDB,MongoDB Inc. Class A Common Stock,United States
MDC,M.D.C. Holdings Inc. Common Stock,United States
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States
MDGS,Medigus Ltd. American Depositary Shares,Israel
MDGSW,Medigus Ltd. Series C Warrant,Israel
MDH,MDH Acquisition Corp. Class A Common Stock,
MDIA,Mediaco Holding Inc. Class A Common Stock ,United States
MDJH,MDJM LTD Ordinary Share,China
MDLA,Medallia Inc. Common Stock,United States
MDLZ,Mondelez International Inc. Class A Common Stock,United States
MDNA,Medicenna Therapeutics Corp. Common Shares,Canada
MDP,Meredith Corporation Common Stock,United States
MDRR,Medalist Diversified REIT Inc. Common Stock,United States
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,United States
MDT,Medtronic plc. Ordinary Shares,United States
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States
MDVA,Modiv Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,
MDVL,MedAvail Holdings Inc. Common Stock,United States
MDWD,MediWound Ltd. Ordinary Shares,Israel
MDWT,Midwest Holding Inc. Common Stock,United States
MDXG,MiMedx Group Inc Common Stock,United States
ME,23andMe Holding Co. Class A Common Stock,United States
MEAC,Mercury Ecommerce Acquisition Corp Class A Common Stock,United States
MEACU,Mercury Ecommerce Acquisition Corp Unit,United States
MEACW,Mercury Ecommerce Acquisition Corp Warrants,United States
MEC,Mayville Engineering Company Inc. Common Stock,
MED,MEDIFAST INC Common Stock,United States
MEDP,Medpace Holdings Inc. Common Stock,United States
MEDS,TRxADE HEALTH Inc. Common Stock,United States
MEG,Montrose Environmental Group Inc. Common Stock,United States
MEI,Methode Electronics Inc. Common Stock,United States
MEIP,MEI Pharma Inc. Common Stock,United States
MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,United States
MELI,MercadoLibre Inc. Common Stock,Argentina
MEOAU,Minority Equality Opportunities Acquisition Inc. Units,United States
MEOH,Methanex Corporation Common Stock,Canada
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States
MERC,Mercer International Inc. Common Stock,Canada
MESA,Mesa Air Group Inc. Common Stock,United States
MESO,Mesoblast Limited American Depositary Shares,Australia
MET,MetLife Inc. Common Stock,United States
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,United States
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States
METC,Ramaco Resources Inc. Common Stock,United States
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,United States
METX,Meten Holding Group Ltd. Ordinary Shares,China
METXW,Meten Holding Group Ltd. Warrant,China
MEUSW,23andMe Holding Co. Warrant,United States
MF,Missfresh Limited American Depositary Shares,China
MFA,MFA Financial Inc.,United States
MFA^B,MFA Financial Inc. Preferred Series B,United States
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States
MFC,Manulife Financial Corporation Common Stock,Canada
MFD,Macquarie First Trust Global Common Stock,United States
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,
MFH,Mercurity Fintech Holding Inc. ADS,China
MFIN,Medallion Financial Corp. Common Stock,United States
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States
MFM,MFS Municipal Income Trust Common Stock,United States
MFV,MFS Special Value Trust Common Stock,United States
MG,Mistras Group Inc Common Stock,United States
MGA,Magna International Inc. Common Stock,Canada
MGEE,MGE Energy Inc,United States
MGF,MFS Government Markets Income Trust Common Stock,United States
MGI,Moneygram International Inc. Common Stock,United States
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel
MGLN,Magellan Health Inc. Common Stock,United States
MGM,MGM Resorts International Common Stock,United States
MGNI,Magnite Inc. Common Stock,United States
MGNX,MacroGenics Inc. Common Stock,United States
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,United States
MGPI,MGP Ingredients Inc.,United States
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States
MGRC,McGrath RentCorp Common Stock,United States
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States
MGTA,Magenta Therapeutics Inc. Common Stock,United States
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,United States
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States
MGYR,Magyar Bancorp Inc. Common Stock,United States
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),Bermuda
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,Bermuda
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,Bermuda
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States
MHH,Mastech Digital Inc Common Stock,United States
MHI,Pioneer Municipal High Income Fund Inc.,United States
MHK,Mohawk Industries Inc. Common Stock,United States
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda
MHLD,Maiden Holdings Ltd.,Bermuda
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda
MHO,M/I Homes Inc. Common Stock,United States
MIC,Macquarie Infrastructure Holdings LLC Common Unit,United States
MICT,MICT Inc. Common Stock,United States
MIDD,Middleby Corporation (The) Common Stock,United States
MIGI,Mawson Infrastructure Group Inc. Common Stock,Australia
MILE,Metromile Inc. Common Stock,United States
MILEW,Metromile Inc. Warrant ,United States
MIME,Mimecast Limited Ordinary Shares,United Kingdom
MIMO,Airspan Networks Holdings Inc. Common Stock,
MIN,MFS Intermediate Income Trust Common Stock,United States
MIND,MIND Technology Inc. Common Stock (DE),United States
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),United States
MINM,Minim Inc. Common Stock,United States
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States
MIRO,Miromatrix Medical Inc. Common Stock,United States
MIST,Milestone Pharmaceuticals Inc. Common Shares,Canada
MIT,Mason Industrial Technology Inc. Class A Common Stock,
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,United States
MITC,MeaTech 3D Ltd. American Depositary Shares,Israel
MITK,Mitek Systems Inc. Common Stock,United States
MITO,Stealth BioTherapeutics Corp. ADS,United States
MITQ,Moving iMage Technologies Inc. Common Stock,United States
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States
MKC,McCormick & Company Incorporated Common Stock,United States
MKD,Molecular Data Inc. American Depositary Shares,China
MKFG,Markforged Holding Corporation Common Stock,United States
MKL,Markel Corporation Common Stock,United States
MKSI,MKS Instruments Inc. Common Stock,United States
MKTW,MarketWise Inc. Class A Common Stock,United States
MKTWW,MarketWise Inc. Warrant,United States
MKTX,MarketAxess Holdings Inc. Common Stock,United States
MKTY,Mechanical Technology Incorporated Common Stock (Nevada),United States
MKTYP,Mechanical Technology Incorporated 9.0% Series A Cumulative Perpetual Preferred Stock,United States
ML,MoneyLion Inc. Class A Common Stock,United States
MLAB,Mesa Laboratories Inc. Common Stock,United States
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,Hong Kong
MLACU,Malacca Straits Acquisition Company Limited Units,Hong Kong
MLACW,Malacca Straits Acquisition Company Limited Warrants,Hong Kong
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong
MLHR,Herman Miller Inc. Common Stock,United States
MLI,Mueller Industries Inc. Common Stock,United States
MLM,Martin Marietta Materials Inc. Common Stock,United States
MLNK,MeridianLink Inc. Common Stock,
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States
MLR,Miller Industries Inc. Common Stock,United States
MLSS,Milestone Scientific Inc. Common Stock,United States
MLVF,Malvern Bancorp Inc. Common Stock,United States
MMAT,Meta Materials Inc. Common Stock,United States
MMC,Marsh & McLennan Companies Inc. Common Stock,United States
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States
MMI,Marcus & Millichap Inc. Common Stock,
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States
MMM,3M Company Common Stock,United States
MMMB,MamaMancini's Holdings Inc. Common Stock,United States
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States
MMS,Maximus Inc. Common Stock,United States
MMSI,Merit Medical Systems Inc. Common Stock,United States
MMT,MFS Multimarket Income Trust Common Stock,United States
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States
MMX,Maverix Metals Inc. Common Shares,
MMYT,MakeMyTrip Limited Ordinary Shares,India
MN,Manning & Napier Inc. Class A Common Stock,United States
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel
MNDT,Mandiant Inc. Common Stock,United States
MNDY,monday.com Ltd. Ordinary Shares,Israel
MNKD,MannKind Corporation Common Stock,United States
MNMD,Mind Medicine (MindMed) Inc. Subordinate Voting Shares,Canada
MNOV,Medicinova Inc Common Stock,United States
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,United States
MNPR,Monopar Therapeutics Inc. Common Stock,United States
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,United States
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,United States
MNRL,Brigham Minerals Inc. Class A Common Stock,
MNRO,Monro Inc. Common Stock,United States
MNSB,MainStreet Bancshares Inc. Common Stock,United States
MNSBP,MainStreet Bancshares Inc. Depositary Shares,United States
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,China
MNST,Monster Beverage Corporation,United States
MNTK,Montauk Renewables Inc. Common Stock,United States
MNTS,Momentus Inc. Class A Common Stock,United States
MNTSW,Momentus Inc. Warrant,United States
MNTV,Momentive Global Inc. Common Stock,United States
MNTX,Manitex International Inc. Common Stock,United States
MO,Altria Group Inc.,United States
MOD,Modine Manufacturing Company Common Stock,United States
MODN,Model N Inc. Common Stock,United States
MODV,ModivCare Inc. Common Stock,United States
MOFG,MidWestOne Financial Gp Common Stock,United States
MOGO,Mogo Inc. Common Shares,Canada
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),
MOH,Molina Healthcare Inc Common Stock,United States
MOHO,ECMOHO Limited American Depositary Shares,China
MOLN,Molecular Partners AG American Depositary Shares,Switzerland
MOMO,Hello Group Inc. American Depositary Shares,China
MON,Monument Circle Acquisition Corp. Class A Common Stock,United States
MONCU,Monument Circle Acquisition Corp. Unit,United States
MONCW,Monument Circle Acquisition Corp. Warrant,United States
MOR,MorphoSys AG American Depositary Shares,Germany
MORF,Morphic Holding Inc. Common Stock,United States
MORN,Morningstar Inc. Common Stock,United States
MOS,Mosaic Company (The) Common Stock,United States
MOSY,MoSys Inc. Common Stock,United States
MOTN,Motion Acquisition Corp. Class A Common Stock,United States
MOTNU,Motion Acquisition Corp. Unit,United States
MOTNW,Motion Acquisition Corp. Warrants to purchase one Class A common,United States
MOTS,Motus GI Holdings Inc. Common Stock,Israel
MOTV,Motive Capital Corp Class A Ordinary Shares,
MOV,Movado Group Inc. Common Stock,United States
MOVE,Movano Inc. Common Stock,United States
MOXC,Moxian (BVI) Inc Ordinary Shares,China
MP,MP Materials Corp. Common Stock,
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States
MPAA,Motorcar Parts  of America Inc. Common Stock,United States
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,Hong Kong
MPACR,Model Performance Acquisition Corp. Right,Hong Kong
MPB,Mid Penn Bancorp Common Stock,United States
MPC,Marathon Petroleum Corporation Common Stock,United States
MPLN,MultiPlan Corporation Class A Common Stock,
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States
MPV,Barings Participation Investors Common Stock,United States
MPW,Medical Properties Trust Inc. common stock,United States
MPWR,Monolithic Power Systems Inc. Common Stock,United States
MPX,Marine Products Corporation Common Stock,United States
MQ,Marqeta Inc. Class A Common Stock,United States
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States
MRAC,Marquee Raine Acquisition Corp. Class A Ordinary Shares,United States
MRACU,Marquee Raine Acquisition Corp. Unit,United States
MRACW,Marquee Raine Acquisition Corp. Warrant,United States
MRAM,Everspin Technologies Inc. Common Stock,United States
MRBK,Meridian Corporation Common Stock,United States
MRC,MRC Global Inc. Common Stock,United States
MRCC,Monroe Capital Corporation Common Stock,United States
MRCY,Mercury Systems Inc Common Stock,United States
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom
MRIN,Marin Software Incorporated Common Stock,United States
MRK,Merck & Company Inc. Common Stock (new),United States
MRKR,Marker Therapeutics Inc. Common Stock,United States
MRLN,Marlin Business Services Corp. Common Stock,United States
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Japan
MRNA,Moderna Inc. Common Stock,United States
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States
MRO,Marathon Oil Corporation Common Stock,United States
MRSN,Mersana Therapeutics Inc. Common Stock,United States
MRTN,Marten Transport Ltd. Common Stock,United States
MRTX,Mirati Therapeutics Inc. Common Stock,United States
MRUS,Merus N.V. Common Shares,Netherlands
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States
MRVL,Marvell Technology Inc. Common Stock,Bermuda
MS,Morgan Stanley Common Stock,United States
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States
MSA,MSA Safety Incorporated Common Stock,United States
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,United States
MSACW,Medicus Sciences Acquisition Corp. Warrant,United States
MSB,Mesabi Trust Common Stock,United States
MSBI,Midland States Bancorp Inc. Common Stock,United States
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,
MSCI,MSCI Inc Common Stock,United States
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,United States
MSDAU,MSD Acquisition Corp. Unit,United States
MSDAW,MSD Acquisition Corp. Warrant,United States
MSEX,Middlesex Water Company Common Stock,United States
MSFT,Microsoft Corporation Common Stock,United States
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,
MSGM,Motorsport Games Inc. Class A Common Stock,United States
